Scenario,State,Energy,Type,Year,Capacity
BAT,WA,Land-based Wind,WIND,2032,1.98166988208891
BAT,WA,Land-based Wind,WIND,2034,1.40919969514043
BAT,WA,Land-based Wind,WIND,2036,1.67385100498243
BAT,WA,Land-based Wind,WIND,2038,1.67385100498243
BAT,WA,Land-based Wind,WIND,2040,2.40790368447036
BAT,WA,Land-based Wind,WIND,2042,2.03170999553143
BAT,WA,Land-based Wind,WIND,2044,1.84291954579143
BAT,WA,Land-based Wind,WIND,2046,1.91045786434143
BAT,WA,Land-based Wind,WIND,2048,2.75321721837743
BAT,WA,Land-based Wind,WIND,2050,3.10998848265633
BAT,WA,Offshore Wind,WIND,2020,0
BAT,WA,Offshore Wind,WIND,2022,0
BAT,WA,Offshore Wind,WIND,2024,0
BAT,WA,Offshore Wind,WIND,2026,0
BAT,WA,Offshore Wind,WIND,2028,0
BAT,WA,Offshore Wind,WIND,2030,0
BAT,WA,Offshore Wind,WIND,2032,0
BAT,WA,Offshore Wind,WIND,2034,0
BAT,WA,Offshore Wind,WIND,2036,0
BAT,WA,Offshore Wind,WIND,2038,0
BAT,WA,Offshore Wind,WIND,2040,0
BAT,WA,Offshore Wind,WIND,2042,0
BAT,WA,Offshore Wind,WIND,2044,0
BAT,WA,Offshore Wind,WIND,2046,0
BAT,WA,Offshore Wind,WIND,2048,0
BAT,WA,Offshore Wind,WIND,2050,0
BAT,WA,CSP,SOLAR,2020,0
BAT,WA,CSP,SOLAR,2022,0
BAT,WA,CSP,SOLAR,2024,0
BAT,WA,CSP,SOLAR,2026,0
BAT,WA,CSP,SOLAR,2028,0
BAT,WA,CSP,SOLAR,2030,0
BAT,WA,CSP,SOLAR,2032,0
BAT,WA,CSP,SOLAR,2034,0
BAT,WA,CSP,SOLAR,2036,0
BAT,WA,CSP,SOLAR,2038,0
BAT,WA,CSP,SOLAR,2040,0
BAT,WA,CSP,SOLAR,2042,0
BAT,WA,CSP,SOLAR,2044,0
BAT,WA,CSP,SOLAR,2046,0
BAT,WA,CSP,SOLAR,2048,0
BAT,WA,CSP,SOLAR,2050,0
BAT,WA,Utility PV,SOLAR,2020,0.000384615384615385
BAT,WA,Utility PV,SOLAR,2022,0.000384615384615385
BAT,WA,Utility PV,SOLAR,2024,0.000384615384615385
BAT,WA,Utility PV,SOLAR,2026,0.000384615384615385
BAT,WA,Utility PV,SOLAR,2028,0.000384615384615385
BAT,WA,Utility PV,SOLAR,2030,0.000384615384615385
BAT,WA,Utility PV,SOLAR,2032,0.000384615384615385
BAT,WA,Utility PV,SOLAR,2034,0.000384615384615385
BAT,WA,Utility PV,SOLAR,2036,0.000384615384615385
BAT,WA,Utility PV,SOLAR,2038,0.000384615384615385
BAT,WA,Utility PV,SOLAR,2040,0.000384615384615385
BAT,WA,Utility PV,SOLAR,2042,0.000384615384615385
BAT,WA,Utility PV,SOLAR,2044,0.000384615384615385
BAT,WA,Utility PV,SOLAR,2046,0.000384615384615385
BAT,WA,Utility PV,SOLAR,2048,0.000384615384615385
BAT,WA,Utility PV,SOLAR,2050,0.337185473209971
BAT,WA,Rooftop PV,SOLAR,2020,0.0846872727272727
BAT,WA,Rooftop PV,SOLAR,2022,0.0862354545454545
BAT,WA,Rooftop PV,SOLAR,2024,0.0868009090909091
BAT,WA,Rooftop PV,SOLAR,2026,0.0877781818181818
BAT,WA,Rooftop PV,SOLAR,2028,0.0908327272727273
BAT,WA,Rooftop PV,SOLAR,2030,0.0991636363636364
BAT,WA,Rooftop PV,SOLAR,2032,0.108937272727273
BAT,WA,Rooftop PV,SOLAR,2034,0.117427272727273
BAT,WA,Rooftop PV,SOLAR,2036,0.130882727272727
BAT,WA,Rooftop PV,SOLAR,2038,0.152996363636364
BAT,WA,Rooftop PV,SOLAR,2040,0.179587272727273
BAT,WA,Rooftop PV,SOLAR,2042,0.196179090909091
BAT,WA,Rooftop PV,SOLAR,2044,0.206588181818182
BAT,WA,Rooftop PV,SOLAR,2046,0.215465454545455
BAT,WA,Rooftop PV,SOLAR,2048,0.226994545454545
BAT,WA,Rooftop PV,SOLAR,2050,0.238338181818182
BAT,WA,Storage,BATT,2020,0.258248
BAT,WA,Storage,BATT,2022,0.258248
BAT,WA,Storage,BATT,2024,0.258248
BAT,WA,Storage,BATT,2026,0.258248
BAT,WA,Storage,BATT,2028,0.258248
BAT,WA,Storage,BATT,2030,0.258248
BAT,WA,Storage,BATT,2032,0.258248
BAT,WA,Storage,BATT,2034,0.258248
BAT,WA,Storage,BATT,2036,0.259486415964095
BAT,WA,Storage,BATT,2038,0.259930926078671
BAT,WA,Storage,BATT,2040,0.267349496361878
BAT,WA,Storage,BATT,2042,0.267349496361878
BAT,WA,Storage,BATT,2044,0.268328901962359
BAT,WA,Storage,BATT,2046,0.27041974213178
BAT,WA,Storage,BATT,2048,0.433584799959649
BAT,WA,Storage,BATT,2050,0.659434523476901
BAT,OR,Land-based Wind,WIND,2020,3.615861
BAT,OR,Land-based Wind,WIND,2022,3.62735070924445
BAT,OR,Land-based Wind,WIND,2024,3.62735070924445
BAT,OR,Land-based Wind,WIND,2026,3.44612721663844
BAT,OR,Land-based Wind,WIND,2028,3.41730856876469
BAT,OR,Land-based Wind,WIND,2030,3.26031369800575
BAT,OR,Land-based Wind,WIND,2032,2.6982744967696
BAT,OR,Land-based Wind,WIND,2034,1.992277316788
BAT,OR,Land-based Wind,WIND,2036,3.06285780087864
BAT,OR,Land-based Wind,WIND,2038,3.757793987012
BAT,OR,Land-based Wind,WIND,2040,4.017583625052
BAT,OR,Land-based Wind,WIND,2042,3.075506338224
BAT,OR,Land-based Wind,WIND,2044,4.12992772741872
BAT,OR,Land-based Wind,WIND,2046,4.802431299602
BAT,OR,Land-based Wind,WIND,2048,5.206612082743
BAT,OR,Land-based Wind,WIND,2050,5.621332082743
BAT,OR,Offshore Wind,WIND,2020,0
BAT,OR,Offshore Wind,WIND,2022,0
BAT,OR,Offshore Wind,WIND,2024,0
BAT,OR,Offshore Wind,WIND,2026,0
BAT,OR,Offshore Wind,WIND,2028,0
BAT,OR,Offshore Wind,WIND,2030,0
BAT,OR,Offshore Wind,WIND,2032,0
BAT,OR,Offshore Wind,WIND,2034,0
BAT,OR,Offshore Wind,WIND,2036,0
BAT,OR,Offshore Wind,WIND,2038,0
BAT,OR,Offshore Wind,WIND,2040,0
BAT,OR,Offshore Wind,WIND,2042,0
BAT,OR,Offshore Wind,WIND,2044,0
BAT,OR,Offshore Wind,WIND,2046,0
BAT,OR,Offshore Wind,WIND,2048,0
BAT,OR,Offshore Wind,WIND,2050,0
BAT,OR,CSP,SOLAR,2020,0
BAT,OR,CSP,SOLAR,2022,0
BAT,OR,CSP,SOLAR,2024,0
BAT,OR,CSP,SOLAR,2026,0
BAT,OR,CSP,SOLAR,2028,0
BAT,OR,CSP,SOLAR,2030,0
BAT,OR,CSP,SOLAR,2032,0
BAT,OR,CSP,SOLAR,2034,0
BAT,OR,CSP,SOLAR,2036,0
BAT,OR,CSP,SOLAR,2038,0
BAT,OR,CSP,SOLAR,2040,0
BAT,OR,CSP,SOLAR,2042,0
BAT,OR,CSP,SOLAR,2044,0
BAT,OR,CSP,SOLAR,2046,0
BAT,OR,CSP,SOLAR,2048,0
BAT,OR,CSP,SOLAR,2050,0
BAT,OR,Utility PV,SOLAR,2020,0.363558307692308
BAT,OR,Utility PV,SOLAR,2022,0.363558307692308
BAT,OR,Utility PV,SOLAR,2024,0.363558307692308
BAT,OR,Utility PV,SOLAR,2026,1.30779158070748
BAT,OR,Utility PV,SOLAR,2028,1.30779158070748
BAT,OR,Utility PV,SOLAR,2030,1.30779158070748
BAT,OR,Utility PV,SOLAR,2032,1.30779158070748
BAT,OR,Utility PV,SOLAR,2034,1.31317496532287
BAT,OR,Utility PV,SOLAR,2036,1.31317496532287
BAT,OR,Utility PV,SOLAR,2038,1.97779034993825
BAT,OR,Utility PV,SOLAR,2040,1.97779034993825
BAT,OR,Utility PV,SOLAR,2042,1.97607534993825
BAT,OR,Utility PV,SOLAR,2044,2.04907223357919
BAT,OR,Utility PV,SOLAR,2046,2.14034267952796
BAT,OR,Utility PV,SOLAR,2048,3.36995244875873
BAT,OR,Utility PV,SOLAR,2050,3.94733978965283
BAT,OR,Rooftop PV,SOLAR,2020,0.17475
BAT,OR,Rooftop PV,SOLAR,2022,0.212482727272727
BAT,OR,Rooftop PV,SOLAR,2024,0.253087272727273
BAT,OR,Rooftop PV,SOLAR,2026,0.322025454545455
BAT,OR,Rooftop PV,SOLAR,2028,0.419272727272727
BAT,OR,Rooftop PV,SOLAR,2030,0.546213636363636
BAT,OR,Rooftop PV,SOLAR,2032,0.695453636363636
BAT,OR,Rooftop PV,SOLAR,2034,0.862604545454545
BAT,OR,Rooftop PV,SOLAR,2036,1.05238
BAT,OR,Rooftop PV,SOLAR,2038,1.25591909090909
BAT,OR,Rooftop PV,SOLAR,2040,1.47010454545455
BAT,OR,Rooftop PV,SOLAR,2042,1.6776
BAT,OR,Rooftop PV,SOLAR,2044,1.88006909090909
BAT,OR,Rooftop PV,SOLAR,2046,2.07520818181818
BAT,OR,Rooftop PV,SOLAR,2048,2.26114181818182
BAT,OR,Rooftop PV,SOLAR,2050,2.43270454545455
BAT,OR,Storage,BATT,2020,0.0025
BAT,OR,Storage,BATT,2022,0.0025
BAT,OR,Storage,BATT,2024,0.0025
BAT,OR,Storage,BATT,2026,0.0025
BAT,OR,Storage,BATT,2028,0.0025
BAT,OR,Storage,BATT,2030,0.00525902060876142
BAT,OR,Storage,BATT,2032,0.0251760331341842
BAT,OR,Storage,BATT,2034,0.03854059050305
BAT,OR,Storage,BATT,2036,0.120054551607434
BAT,OR,Storage,BATT,2038,0.153963363854956
BAT,OR,Storage,BATT,2040,0.184389362544947
BAT,OR,Storage,BATT,2042,0.205046740060851
BAT,OR,Storage,BATT,2044,0.205046740060851
BAT,OR,Storage,BATT,2046,0.229797960644494
BAT,OR,Storage,BATT,2048,0.594662385986633
BAT,OR,Storage,BATT,2050,1.4573912014857
BAT,NV,Land-based Wind,WIND,2020,0.65181
BAT,NV,Land-based Wind,WIND,2022,0.65181
BAT,NV,Land-based Wind,WIND,2024,0.65181
BAT,NV,Land-based Wind,WIND,2026,0.65181
BAT,NV,Land-based Wind,WIND,2028,0.65181
BAT,NV,Land-based Wind,WIND,2030,0.65181
BAT,NV,Land-based Wind,WIND,2032,0.670972700293
BAT,NV,Land-based Wind,WIND,2034,0.670972700293
BAT,NV,Land-based Wind,WIND,2036,0.74318916241
BAT,NV,Land-based Wind,WIND,2038,0.862174118801
BAT,NV,Land-based Wind,WIND,2040,0.871954869076
BAT,NV,Land-based Wind,WIND,2042,1.058783920285
BAT,NV,Land-based Wind,WIND,2044,1.67199131143838
BAT,NV,Land-based Wind,WIND,2046,1.67199131143838
BAT,NV,Land-based Wind,WIND,2048,1.87226981984938
BAT,NV,Land-based Wind,WIND,2050,2.02957799380138
BAT,NV,Offshore Wind,WIND,2020,0
BAT,NV,Offshore Wind,WIND,2022,0
BAT,NV,Offshore Wind,WIND,2024,0
BAT,NV,Offshore Wind,WIND,2026,0
BAT,NV,Offshore Wind,WIND,2028,0
BAT,NV,Offshore Wind,WIND,2030,0
BAT,NV,Offshore Wind,WIND,2032,0
BAT,NV,Offshore Wind,WIND,2034,0
BAT,NV,Offshore Wind,WIND,2036,0
BAT,NV,Offshore Wind,WIND,2038,0
BAT,NV,Offshore Wind,WIND,2040,0
BAT,NV,Offshore Wind,WIND,2042,0
BAT,NV,Offshore Wind,WIND,2044,0
BAT,NV,Offshore Wind,WIND,2046,0
BAT,NV,Offshore Wind,WIND,2048,0
BAT,NV,Offshore Wind,WIND,2050,0
BAT,NV,CSP,SOLAR,2020,0.174
BAT,NV,CSP,SOLAR,2022,0.174
BAT,NV,CSP,SOLAR,2024,0.174
BAT,NV,CSP,SOLAR,2026,0.174
BAT,NV,CSP,SOLAR,2028,0.174
BAT,NV,CSP,SOLAR,2030,0.174
BAT,NV,CSP,SOLAR,2032,0.174
BAT,NV,CSP,SOLAR,2034,0.174
BAT,NV,CSP,SOLAR,2036,0.174
BAT,NV,CSP,SOLAR,2038,0.174
BAT,NV,CSP,SOLAR,2040,0.174
BAT,NV,CSP,SOLAR,2042,0.174
BAT,NV,CSP,SOLAR,2044,0.174
BAT,NV,CSP,SOLAR,2046,0.064
BAT,NV,CSP,SOLAR,2048,0.064
BAT,NV,CSP,SOLAR,2050,0.064
BAT,NV,Utility PV,SOLAR,2020,2.15101823076923
BAT,NV,Utility PV,SOLAR,2022,2.15101823076923
BAT,NV,Utility PV,SOLAR,2024,2.15101823076923
BAT,NV,Utility PV,SOLAR,2026,2.52897326576406
BAT,NV,Utility PV,SOLAR,2028,2.89576057937502
BAT,NV,Utility PV,SOLAR,2030,3.11141692307692
BAT,NV,Utility PV,SOLAR,2032,3.11141692307692
BAT,NV,Utility PV,SOLAR,2034,3.11141692307692
BAT,NV,Utility PV,SOLAR,2036,3.11896153846154
BAT,NV,Utility PV,SOLAR,2038,3.12135415384615
BAT,NV,Utility PV,SOLAR,2040,3.12135415384615
BAT,NV,Utility PV,SOLAR,2042,3.12124415384615
BAT,NV,Utility PV,SOLAR,2044,3.12124415384615
BAT,NV,Utility PV,SOLAR,2046,2.32232802078507
BAT,NV,Utility PV,SOLAR,2048,2.74634739578538
BAT,NV,Utility PV,SOLAR,2050,3.78480893424692
BAT,NV,Rooftop PV,SOLAR,2020,0.270673636363636
BAT,NV,Rooftop PV,SOLAR,2022,0.286561818181818
BAT,NV,Rooftop PV,SOLAR,2024,0.29806
BAT,NV,Rooftop PV,SOLAR,2026,0.309396363636364
BAT,NV,Rooftop PV,SOLAR,2028,0.32095
BAT,NV,Rooftop PV,SOLAR,2030,0.338733636363636
BAT,NV,Rooftop PV,SOLAR,2032,0.352120909090909
BAT,NV,Rooftop PV,SOLAR,2034,0.361972727272727
BAT,NV,Rooftop PV,SOLAR,2036,0.372445454545455
BAT,NV,Rooftop PV,SOLAR,2038,0.382994545454545
BAT,NV,Rooftop PV,SOLAR,2040,0.394099090909091
BAT,NV,Rooftop PV,SOLAR,2042,0.400594545454545
BAT,NV,Rooftop PV,SOLAR,2044,0.410610909090909
BAT,NV,Rooftop PV,SOLAR,2046,0.419249090909091
BAT,NV,Rooftop PV,SOLAR,2048,0.427789090909091
BAT,NV,Rooftop PV,SOLAR,2050,0.436294545454545
BAT,NV,Storage,BATT,2020,0
BAT,NV,Storage,BATT,2022,0
BAT,NV,Storage,BATT,2024,0
BAT,NV,Storage,BATT,2026,8.53853208227275e-06
BAT,NV,Storage,BATT,2028,0.00626474839976907
BAT,NV,Storage,BATT,2030,0.0330984353483629
BAT,NV,Storage,BATT,2032,0.0854130186079112
BAT,NV,Storage,BATT,2034,0.0978879739311729
BAT,NV,Storage,BATT,2036,0.152305051837419
BAT,NV,Storage,BATT,2038,0.1903232899912
BAT,NV,Storage,BATT,2040,0.252856719272634
BAT,NV,Storage,BATT,2042,0.329994610345118
BAT,NV,Storage,BATT,2044,0.424706940655104
BAT,NV,Storage,BATT,2046,0.39787325370651
BAT,NV,Storage,BATT,2048,0.918364707933322
BAT,NV,Storage,BATT,2050,2.04899971292984
BAT,ID,Land-based Wind,WIND,2020,0.966824
BAT,ID,Land-based Wind,WIND,2022,0.966824
BAT,ID,Land-based Wind,WIND,2024,0.966824
BAT,ID,Land-based Wind,WIND,2026,0.966824
BAT,ID,Land-based Wind,WIND,2028,0.9665
BAT,ID,Land-based Wind,WIND,2030,0.8915
BAT,ID,Land-based Wind,WIND,2032,0.8507
BAT,ID,Land-based Wind,WIND,2034,0.7262
BAT,ID,Land-based Wind,WIND,2036,0.844380981938
BAT,ID,Land-based Wind,WIND,2038,0.870430583283
BAT,ID,Land-based Wind,WIND,2040,0.943524985276
BAT,ID,Land-based Wind,WIND,2042,0.533968235542
BAT,ID,Land-based Wind,WIND,2044,0.716504992339172
BAT,ID,Land-based Wind,WIND,2046,0.808898459891
BAT,ID,Land-based Wind,WIND,2048,1.303843301757
BAT,ID,Land-based Wind,WIND,2050,1.372026693728
BAT,ID,Offshore Wind,WIND,2020,0
BAT,ID,Offshore Wind,WIND,2022,0
BAT,ID,Offshore Wind,WIND,2024,0
BAT,ID,Offshore Wind,WIND,2026,0
BAT,ID,Offshore Wind,WIND,2028,0
BAT,ID,Offshore Wind,WIND,2030,0
BAT,ID,Offshore Wind,WIND,2032,0
BAT,ID,Offshore Wind,WIND,2034,0
BAT,ID,Offshore Wind,WIND,2036,0
BAT,ID,Offshore Wind,WIND,2038,0
BAT,ID,Offshore Wind,WIND,2040,0
BAT,ID,Offshore Wind,WIND,2042,0
BAT,ID,Offshore Wind,WIND,2044,0
BAT,ID,Offshore Wind,WIND,2046,0
BAT,ID,Offshore Wind,WIND,2048,0
BAT,ID,Offshore Wind,WIND,2050,0
BAT,ID,CSP,SOLAR,2020,0
BAT,ID,CSP,SOLAR,2022,0
BAT,ID,CSP,SOLAR,2024,0
BAT,ID,CSP,SOLAR,2026,0
BAT,ID,CSP,SOLAR,2028,0
BAT,ID,CSP,SOLAR,2030,0
BAT,ID,CSP,SOLAR,2032,0
BAT,ID,CSP,SOLAR,2034,0
BAT,ID,CSP,SOLAR,2036,0
BAT,ID,CSP,SOLAR,2038,0
BAT,ID,CSP,SOLAR,2040,0
BAT,ID,CSP,SOLAR,2042,0
BAT,ID,CSP,SOLAR,2044,0
BAT,ID,CSP,SOLAR,2046,0
BAT,ID,CSP,SOLAR,2048,0
BAT,ID,CSP,SOLAR,2050,0
BAT,ID,Utility PV,SOLAR,2020,0.310325
BAT,ID,Utility PV,SOLAR,2022,0.310325
BAT,ID,Utility PV,SOLAR,2024,0.310325
BAT,ID,Utility PV,SOLAR,2026,1.53810383387114
BAT,ID,Utility PV,SOLAR,2028,1.53810383387114
BAT,ID,Utility PV,SOLAR,2030,2.62534814156345
BAT,ID,Utility PV,SOLAR,2032,2.62534814156345
BAT,ID,Utility PV,SOLAR,2034,3.7416467754096
BAT,ID,Utility PV,SOLAR,2036,3.7416467754096
BAT,ID,Utility PV,SOLAR,2038,4.93402260310191
BAT,ID,Utility PV,SOLAR,2040,4.93402260310191
BAT,ID,Utility PV,SOLAR,2042,4.93402260310191
BAT,ID,Utility PV,SOLAR,2044,4.93402260310191
BAT,ID,Utility PV,SOLAR,2046,4.93402260310191
BAT,ID,Utility PV,SOLAR,2048,4.93402260310191
BAT,ID,Utility PV,SOLAR,2050,4.93402260310191
BAT,ID,Rooftop PV,SOLAR,2020,0.0288181818181818
BAT,ID,Rooftop PV,SOLAR,2022,0.0382372727272727
BAT,ID,Rooftop PV,SOLAR,2024,0.0432545454545454
BAT,ID,Rooftop PV,SOLAR,2026,0.0502163636363636
BAT,ID,Rooftop PV,SOLAR,2028,0.0590745454545455
BAT,ID,Rooftop PV,SOLAR,2030,0.0703836363636364
BAT,ID,Rooftop PV,SOLAR,2032,0.0795763636363636
BAT,ID,Rooftop PV,SOLAR,2034,0.0876590909090909
BAT,ID,Rooftop PV,SOLAR,2036,0.0946781818181818
BAT,ID,Rooftop PV,SOLAR,2038,0.102084545454545
BAT,ID,Rooftop PV,SOLAR,2040,0.11023
BAT,ID,Rooftop PV,SOLAR,2042,0.115148181818182
BAT,ID,Rooftop PV,SOLAR,2044,0.121595454545455
BAT,ID,Rooftop PV,SOLAR,2046,0.127069090909091
BAT,ID,Rooftop PV,SOLAR,2048,0.132896363636364
BAT,ID,Rooftop PV,SOLAR,2050,0.139118181818182
BAT,ID,Storage,BATT,2020,0
BAT,ID,Storage,BATT,2022,0
BAT,ID,Storage,BATT,2024,0
BAT,ID,Storage,BATT,2026,0
BAT,ID,Storage,BATT,2028,0
BAT,ID,Storage,BATT,2030,0.00024069038271216
BAT,ID,Storage,BATT,2032,0.00116394752485849
BAT,ID,Storage,BATT,2034,0.0124103312570711
BAT,ID,Storage,BATT,2036,0.0258515028771592
BAT,ID,Storage,BATT,2038,0.175372466257057
BAT,ID,Storage,BATT,2040,0.175441646748296
BAT,ID,Storage,BATT,2042,0.175921811220581
BAT,ID,Storage,BATT,2044,0.193396001953608
BAT,ID,Storage,BATT,2046,0.193155311570895
BAT,ID,Storage,BATT,2048,0.321976788536236
BAT,ID,Storage,BATT,2050,0.493075851467307
LOWRECOST,CA,Land-based Wind,WIND,2020,6.57251237329711
LOWRECOST,CA,Land-based Wind,WIND,2022,6.81515414563514
LOWRECOST,CA,Land-based Wind,WIND,2024,6.73006673222275
LOWRECOST,CA,Land-based Wind,WIND,2026,7.30968104813324
LOWRECOST,CA,Land-based Wind,WIND,2028,9.41849259844827
LOWRECOST,CA,Land-based Wind,WIND,2030,10.5908992089208
LOWRECOST,CA,Land-based Wind,WIND,2032,10.8283230559861
LOWRECOST,CA,Land-based Wind,WIND,2034,10.8848815524557
LOWRECOST,CA,Land-based Wind,WIND,2036,12.1244232835428
LOWRECOST,CA,Land-based Wind,WIND,2038,13.6065646284892
LOWRECOST,CA,Land-based Wind,WIND,2040,16.4629719075017
LOWRECOST,CA,Land-based Wind,WIND,2042,18.0118151315826
LOWRECOST,CA,Land-based Wind,WIND,2044,22.798702107146
LOWRECOST,CA,Land-based Wind,WIND,2046,22.7698016685417
LOWRECOST,CA,Land-based Wind,WIND,2048,22.5153190642202
LOWRECOST,CA,Land-based Wind,WIND,2050,22.3833190642202
LOWRECOST,CA,Offshore Wind,WIND,2020,0
LOWRECOST,CA,Offshore Wind,WIND,2022,0
LOWRECOST,CA,Offshore Wind,WIND,2024,0
LOWRECOST,CA,Offshore Wind,WIND,2026,0
LOWRECOST,CA,Offshore Wind,WIND,2028,0
LOWRECOST,CA,Offshore Wind,WIND,2030,0
LOWRECOST,CA,Offshore Wind,WIND,2032,0
LOWRECOST,CA,Offshore Wind,WIND,2034,0
LOWRECOST,CA,Offshore Wind,WIND,2036,0
LOWRECOST,CA,Offshore Wind,WIND,2038,0
LOWRECOST,CA,Offshore Wind,WIND,2040,0
LOWRECOST,CA,Offshore Wind,WIND,2042,0
LOWRECOST,CA,Offshore Wind,WIND,2044,0
LOWRECOST,CA,Offshore Wind,WIND,2046,0
LOWRECOST,CA,Offshore Wind,WIND,2048,0
LOWRECOST,CA,Offshore Wind,WIND,2050,0
LOWRECOST,CA,CSP,SOLAR,2020,1.383187
LOWRECOST,CA,CSP,SOLAR,2022,1.383187
LOWRECOST,CA,CSP,SOLAR,2024,1.383187
LOWRECOST,CA,CSP,SOLAR,2026,1.383187
LOWRECOST,CA,CSP,SOLAR,2028,1.383187
LOWRECOST,CA,CSP,SOLAR,2030,1.383187
LOWRECOST,CA,CSP,SOLAR,2032,1.383187
LOWRECOST,CA,CSP,SOLAR,2034,1.383187
LOWRECOST,CA,CSP,SOLAR,2036,1.383187
LOWRECOST,CA,CSP,SOLAR,2038,1.383187
LOWRECOST,CA,CSP,SOLAR,2040,1.383187
LOWRECOST,CA,CSP,SOLAR,2042,1.35314
LOWRECOST,CA,CSP,SOLAR,2044,0.41764
LOWRECOST,CA,CSP,SOLAR,2046,0.41764
LOWRECOST,CA,CSP,SOLAR,2048,0.773519878442143
LOWRECOST,CA,CSP,SOLAR,2050,1.63751987844214
LOWRECOST,CA,Utility PV,SOLAR,2020,16.1146102038462
LOWRECOST,CA,Utility PV,SOLAR,2022,22.2983544813027
LOWRECOST,CA,Utility PV,SOLAR,2024,24.7933937159243
LOWRECOST,CA,Utility PV,SOLAR,2026,27.3664260169689
LOWRECOST,CA,Utility PV,SOLAR,2028,27.3664260169689
LOWRECOST,CA,Utility PV,SOLAR,2030,27.3664260169689
LOWRECOST,CA,Utility PV,SOLAR,2032,27.3664260169689
LOWRECOST,CA,Utility PV,SOLAR,2034,28.7163326281302
LOWRECOST,CA,Utility PV,SOLAR,2036,30.0530825832217
LOWRECOST,CA,Utility PV,SOLAR,2038,31.0630803613234
LOWRECOST,CA,Utility PV,SOLAR,2040,31.0693405973418
LOWRECOST,CA,Utility PV,SOLAR,2042,31.0273385466927
LOWRECOST,CA,Utility PV,SOLAR,2044,30.6779459693894
LOWRECOST,CA,Utility PV,SOLAR,2046,36.6394872061717
LOWRECOST,CA,Utility PV,SOLAR,2048,40.9058933423817
LOWRECOST,CA,Utility PV,SOLAR,2050,47.8822291582501
LOWRECOST,CA,Rooftop PV,SOLAR,2020,7.37582636363636
LOWRECOST,CA,Rooftop PV,SOLAR,2022,8.13602090909091
LOWRECOST,CA,Rooftop PV,SOLAR,2024,8.77829636363636
LOWRECOST,CA,Rooftop PV,SOLAR,2026,9.51550272727273
LOWRECOST,CA,Rooftop PV,SOLAR,2028,10.31785
LOWRECOST,CA,Rooftop PV,SOLAR,2030,11.1750409090909
LOWRECOST,CA,Rooftop PV,SOLAR,2032,11.9537509090909
LOWRECOST,CA,Rooftop PV,SOLAR,2034,12.6738681818182
LOWRECOST,CA,Rooftop PV,SOLAR,2036,13.3433863636364
LOWRECOST,CA,Rooftop PV,SOLAR,2038,13.9722527272727
LOWRECOST,CA,Rooftop PV,SOLAR,2040,14.5888563636364
LOWRECOST,CA,Rooftop PV,SOLAR,2042,14.9811409090909
LOWRECOST,CA,Rooftop PV,SOLAR,2044,15.2520672727273
LOWRECOST,CA,Rooftop PV,SOLAR,2046,15.4450554545455
LOWRECOST,CA,Rooftop PV,SOLAR,2048,15.6020790909091
LOWRECOST,CA,Rooftop PV,SOLAR,2050,15.7176018181818
LOWRECOST,CA,Storage,BATT,2020,4.66073716632444
LOWRECOST,CA,Storage,BATT,2022,5.06673716632443
LOWRECOST,CA,Storage,BATT,2024,5.06673716632443
LOWRECOST,CA,Storage,BATT,2026,5.06673716632443
LOWRECOST,CA,Storage,BATT,2028,5.06673716632443
LOWRECOST,CA,Storage,BATT,2030,5.06673716632443
LOWRECOST,CA,Storage,BATT,2032,5.06673716632443
LOWRECOST,CA,Storage,BATT,2034,5.06673716632443
LOWRECOST,CA,Storage,BATT,2036,5.06673716632443
LOWRECOST,CA,Storage,BATT,2038,5.06687456163506
LOWRECOST,CA,Storage,BATT,2040,5.09433584849875
LOWRECOST,CA,Storage,BATT,2042,5.25950697872437
LOWRECOST,CA,Storage,BATT,2044,5.35731390220766
LOWRECOST,CA,Storage,BATT,2046,7.24368484396219
LOWRECOST,CA,Storage,BATT,2048,8.14064373683243
LOWRECOST,CA,Storage,BATT,2050,8.58882730020405
LOWRECOST,WA,Land-based Wind,WIND,2020,3.17837697005068
LOWRECOST,WA,Land-based Wind,WIND,2022,3.17837697005068
LOWRECOST,WA,Land-based Wind,WIND,2024,3.17837697005068
LOWRECOST,WA,Land-based Wind,WIND,2026,4.46827853776364
LOWRECOST,WA,Land-based Wind,WIND,2028,5.5132310782999
LOWRECOST,WA,Land-based Wind,WIND,2030,5.82688176984632
LOWRECOST,WA,Land-based Wind,WIND,2032,6.856707308645
LOWRECOST,WA,Land-based Wind,WIND,2034,7.285019147345
LOWRECOST,WA,Land-based Wind,WIND,2036,7.369728947115
LOWRECOST,WA,Land-based Wind,WIND,2038,7.369728947115
LOWRECOST,WA,Land-based Wind,WIND,2040,7.369728947115
LOWRECOST,WA,Land-based Wind,WIND,2042,7.369728947115
LOWRECOST,WA,Land-based Wind,WIND,2044,7.56277871243541
LOWRECOST,WA,Land-based Wind,WIND,2046,7.57086744068698
LOWRECOST,WA,Land-based Wind,WIND,2048,7.57422961332049
LOWRECOST,WA,Land-based Wind,WIND,2050,7.58599212536064
LOWRECOST,WA,Offshore Wind,WIND,2020,0
LOWRECOST,WA,Offshore Wind,WIND,2022,0
LOWRECOST,WA,Offshore Wind,WIND,2024,0
LOWRECOST,WA,Offshore Wind,WIND,2026,0
LOWRECOST,WA,Offshore Wind,WIND,2028,0
LOWRECOST,WA,Offshore Wind,WIND,2030,0
